NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	181	0.56233037	2.7688649	0.0	0.0	0.0	2913	tags=59%, list=23%, signal=75%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	187	0.5509696	2.6924696	0.0	0.0	0.0	2997	tags=56%, list=24%, signal=72%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	86	0.45515487	1.9925613	0.0	3.6890956E-4	0.004	2376	tags=43%, list=19%, signal=53%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	183	0.35503492	1.7349311	0.0012547051	0.0028367084	0.041	2805	tags=36%, list=22%, signal=46%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	139	0.3055597	1.4496003	0.01038961	0.037872974	0.515	4118	tags=43%, list=33%, signal=64%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	34	0.3394879	1.2472755	0.16986705	0.18047038	0.981	1620	tags=29%, list=13%, signal=34%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	55	0.26339057	1.059116	0.36415362	0.49999863	1.0	2085	tags=20%, list=17%, signal=24%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	131	0.20708852	0.9916339	0.4737516	0.59660625	1.0	2260	tags=23%, list=18%, signal=28%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	127	0.21112098	0.98919827	0.49675745	0.5364624	1.0	2718	tags=28%, list=22%, signal=35%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	35	0.25380853	0.91571987	0.59827834	0.63676447	1.0	2464	tags=26%, list=20%, signal=32%	
