NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	182	0.5707866	2.9048512	0.0	0.0	0.0	3783	tags=66%, list=30%, signal=94%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	55	0.6071578	2.5157797	0.0	0.0	0.0	3498	tags=64%, list=28%, signal=88%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	181	0.4629829	2.3566346	0.0	0.0	0.0	2908	tags=43%, list=23%, signal=55%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	139	0.4715017	2.2661686	0.0	0.0	0.0	2365	tags=41%, list=19%, signal=50%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	189	0.4040283	2.081651	0.0	0.0	0.0	3772	tags=49%, list=30%, signal=69%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	106	0.2723579	1.2872409	0.06366048	0.14602199	0.696	2574	tags=25%, list=20%, signal=32%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	187	0.2419481	1.2561787	0.039473683	0.15693104	0.79	3221	tags=31%, list=26%, signal=41%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	190	0.22656806	1.1470855	0.13564669	0.30020517	0.977	3237	tags=31%, list=26%, signal=40%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	24	0.3002345	1.0044122	0.45124716	0.6348929	1.0	646	tags=17%, list=5%, signal=18%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	168	0.19467515	0.9869755	0.490625	0.62663376	1.0	1183	tags=14%, list=9%, signal=15%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	135	0.16145985	0.7841168	0.93491125	1.0	1.0	2534	tags=21%, list=20%, signal=26%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	179	0.13948208	0.7085025	1.0	1.0	1.0	2534	tags=18%, list=20%, signal=23%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	44	0.12939586	0.5089411	1.0	0.9992006	1.0	987	tags=7%, list=8%, signal=7%	
