NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	170	-0.55432755	-2.6836562	0.0	0.0	0.0	1528	tags=36%, list=14%, signal=42%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	182	-0.42851838	-2.1423187	0.0	0.0	0.0	3190	tags=44%, list=29%, signal=61%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	136	-0.44552884	-2.13628	0.0	0.0	0.0	2000	tags=37%, list=18%, signal=44%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	55	-0.5043229	-2.0556653	0.0	0.0	0.0	2983	tags=55%, list=27%, signal=75%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	180	-0.40340066	-2.0216284	0.0	0.0	0.0	1984	tags=30%, list=18%, signal=36%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	188	-0.38600835	-1.8820062	0.0	7.599807E-4	0.004	3602	tags=51%, list=33%, signal=74%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	44	-0.28214312	-1.0764828	0.30132452	0.4012388	0.938	2800	tags=39%, list=26%, signal=52%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	177	-0.20749566	-1.0499767	0.33333334	0.4146712	0.962	1861	tags=21%, list=17%, signal=25%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	186	-0.20634532	-1.0172375	0.3853211	0.45452037	0.986	1090	tags=14%, list=10%, signal=15%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	57	-0.1987919	-0.8133108	0.8603774	0.87529874	1.0	1834	tags=23%, list=17%, signal=27%	
