NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	189	-0.52694285	-3.1131425	0.0	0.0	0.0	3482	tags=62%, list=28%, signal=84%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	153	-0.461153	-2.5909448	0.0	0.0	0.0	2027	tags=46%, list=16%, signal=54%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	135	-0.43545416	-2.4307237	0.0	0.0	0.0	1997	tags=41%, list=16%, signal=49%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	163	-0.407527	-2.3832695	0.0	0.0	0.0	2809	tags=48%, list=22%, signal=61%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	94	-0.4530352	-2.3503976	0.0	0.0	0.0	2915	tags=52%, list=23%, signal=67%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	54	-0.4953934	-2.3292148	0.0	0.0	0.0	3626	tags=61%, list=29%, signal=85%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	119	-0.4193034	-2.2970343	0.0	0.0	0.0	3247	tags=53%, list=26%, signal=71%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	44	-0.4904431	-2.2256794	0.0	0.0	0.0	2607	tags=52%, list=21%, signal=66%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	92	-0.40567368	-2.1465435	0.0	0.0	0.0	2830	tags=47%, list=22%, signal=60%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	179	-0.36973882	-2.1116922	0.0	0.0	0.0	3482	tags=52%, list=28%, signal=71%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	156	-0.3541622	-1.9859802	0.0	0.0016603536	0.004	3340	tags=52%, list=26%, signal=70%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	151	-0.3393726	-1.9298369	0.0	0.0021782408	0.006	3000	tags=44%, list=24%, signal=57%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	162	-0.30005684	-1.7623497	0.0	0.0053120633	0.016	3267	tags=47%, list=26%, signal=63%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	132	-0.29483864	-1.6634012	0.0	0.011035741	0.033	3743	tags=49%, list=30%, signal=69%	
