NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	34	0.57719487	1.8814406	0.0	0.0052093905	0.005	831	tags=29%, list=7%, signal=31%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	131	0.38602826	1.6183041	0.0	0.051685788	0.097	2912	tags=36%, list=23%, signal=46%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	57	0.43404397	1.5763924	0.008230452	0.05603828	0.157	2912	tags=40%, list=23%, signal=52%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	95	0.39611435	1.5677859	0.0038560412	0.047872387	0.178	4434	tags=53%, list=35%, signal=81%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	105	0.3875143	1.5442207	0.004968944	0.050546084	0.221	3207	tags=46%, list=26%, signal=61%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	160	0.3525223	1.4968517	0.0058962265	0.07427748	0.357	2691	tags=34%, list=21%, signal=42%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	36	0.423297	1.4108212	0.06017192	0.156165	0.645	993	tags=22%, list=8%, signal=24%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	32	0.42765963	1.3926742	0.06962963	0.16145769	0.71	3796	tags=44%, list=30%, signal=63%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	129	0.33444747	1.3759706	0.027980534	0.16761859	0.764	3591	tags=36%, list=29%, signal=51%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	26	0.445081	1.3744663	0.09558824	0.15300752	0.77	2642	tags=38%, list=21%, signal=49%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	149	0.32552302	1.3714714	0.03933254	0.14281829	0.783	3207	tags=39%, list=26%, signal=52%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	158	0.32150584	1.3655335	0.023724793	0.13912393	0.801	2588	tags=28%, list=21%, signal=35%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	116	0.3298191	1.3358064	0.05710814	0.16738172	0.88	2588	tags=29%, list=21%, signal=37%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	183	0.3009941	1.2995487	0.050925925	0.21470837	0.956	2644	tags=25%, list=21%, signal=31%	
